ID,Alternative Uses
lns5p4Ae,weather balloon / water balloon / time something with it / dog toy / breathe helium from it / projectile / party decoration / beer container /
M1Kvkok1,to make a balloon arch for a party / to tie a note to it and send it off into the air / to generate static / to deflate and use as a tourniquet / to deflate and use as a tie / to hold water inside / to fill with sand and make sandbags / to fill with paint and pop creating art / to tie to a baby arms and distract baby for a while /
M2mzaEuM,fill with sand for a paperweight / freeze water in them to cool things / write messages on them / volleyball / impromptu bomb / land marker /
meor41Nx,a container for liquids / to hold soup / to cure hiccups by exploding / inflated as a painting tool for textures / improvised barometer /
Oa76qAbG,fill up water balloon / balloon animal / flying to different locations /
P6ixmqnM,a condom / a pillow / a sleeping bag for a mouse / a slingshot / a bird blanket / a happy face for a child / a squeegee / a rag /
PSIhBVS7,use it as a shower cap / use it as an emergency condom / use it a hot cocoa bomb mold / use it a sock when it is laundry day / put on you hands when you don't want to touch something dirty / use it as a wine cap when you lose the cork / blow it up and use it as a pillow /
Qg6872wz,Paint it / fill them with water and freeze them / Place over tins and make a drum set /
rt3FGGIR,stretch it over face to make a mask / fill it with paint and throw to make performance art / pull it tight and twang it to make sound / tie it around something to mark the object / pop it to scare someone / cover hand with it to protect the hand like a glove / paint it to make a festive decoration / see how much you can blow it up before it explodes / cover a jar with it to keep something in for out of the jar /
sB4yQw6X,fill with water and freeze for ice / fill with cake frosting and use to decorate a cake / use as a pillow / punching bag / use to punish a pet gently / volleyball /
SdNoy4R5,as a pillow / to practice kissing / make into art /
sL6ous4Q,stretch it out and catch rain water in it / Blow it up and use it for a dress form / use it as a wig cap / cut holes in it and make gloves / use it instead of a ball for soccer or basketball / use it as a pillow / draw on it to make a globe /
T1lOuYl6,Fill with ice cream and air and pop it / Fill with yogurt and pop it / Fill with skittles and pop it / Use as lung capacity exercise / Use as a trash bin for small objects such as toothpick /
tJG8assC,pop it to scare people / put it under a cars wheels as a prank / attach it to your clothing as an accessory / untie it call someone on the phone and release the air slowly into the phone /
UIS50ecl,Make a balloon animal / Use as a pillow / blow up other balloons /
VfVFH7sq,use it to put a message inside / use it as a twist tie / fill with water and use as ice in a cooler / use it to make an object water proof /
WzeFflJM,to make art / to make ties / use in the garden to keep plants straight / use in art as paper ache form /
xrEJ4J2x,insulator / toy / snap someone with / eraser / condom / make squeaky noises / dental dam / color code something /
Y6qwzQkO,party decoration / noise maker when deflating / pillow / toy to amuse children / volleyball / seat cushion / write messages on it for help / bouquet of balloons delivered for birthday or other holiday / foot rest / lapses when inflated to hold book or pad / decorate like a jack lantern for Halloween / fill with hello to make firmer cushion with biodegradable filler / puppet head /
YfLf1Hgn,form for paper ache / face painted on it / storage for beads uninflated / finger glove / tie to car antenna to ID it in parking lot / tie to mailbox to show where the party is / tie to childs wrist to keep track of him/her / a bouquet / party decoration /
zXEYXkRs,condom / latex glove substitute / room decorations / flotation devices / rub them for static cling and use as lint roller / water gun / water bottle/flask / soup container / rubber band / tie rocks to the ends and make trail markers / write on a bunch of them to make a message / glitter bomb /
